# SAstep                 <H>               error
1004            0.327259           0.0400726
1005           0.0996838           0.0313962
1006           0.0836222           0.0265911
1007           0.0118172           0.0217094
1008          -0.0995885           0.0232718
1009           -0.115802           0.0250846
1010           -0.201304           0.0148265
1011           -0.215771           0.0199104
1012           -0.092988           0.0146213
1013           -0.184745           0.0230335
1014           -0.276352           0.0104388
1015           -0.284451           0.0140917
1016           -0.306999           0.0149416
1017           -0.401938          0.00924201
1018            -0.32617           0.0117075
1019            -0.25244           0.0159031
1020           -0.347595           0.0139969
1021           -0.322614           0.0137476
1022           -0.309988           0.0109059
1023           -0.321228           0.0129316
1024            -0.33885           0.0129319
1025           -0.329025           0.0112573
